games,white_win_pct,black_win_pct,draw_pct,avg_plies,median_plies,avg_slides,slide_action_pct,loaded_share_of_slides_pct,avg_captures,avg_checks,promotion_game_pct,slide_promotion_game_pct,games_with_slide_pct,avg_first_slide_ply,avg_branching,max_branching,avg_distinct_hole_pairs,avg_distinct_positions,avg_terminal_material_white,avg_terminal_eval_white,white_ahead_material_pct,black_ahead_material_pct,result_white_win,result_draw_maxplies,result_black_win,result_draw_repetition,result_draw_50move,experiment,config,rules,layout,white_agent,black_agent,result_draw_stalemate
240,12.083333333333334,12.083333333333334,75.83333333333333,144.6375,180,37.479166666666664,25.91248235531357,15.997776542523624,25.520833333333332,15.075,81.66666666666667,31.666666666666668,100.0,6.333333333333333,16.29226968075261,52,24.070833333333333,141.9375,7.125,5.458333333333333,22.916666666666668,24.166666666666668,29,175,29,6,1,rule_screen,any_friendly,any_friendly,vertical_center_pair,balanced,balanced,
240,9.583333333333334,7.5,82.91666666666667,155.575,180,35.95,23.10782580748835,14.534075104311544,26.7875,18.054166666666667,73.33333333333333,14.583333333333334,99.58333333333333,13.765690376569038,15.32956164193411,51,23.233333333333334,153.17916666666667,-3.4583333333333335,-0.825,26.666666666666668,26.666666666666668,23,190,18,9,,rule_screen,exclusive_1,exclusive_1,vertical_center_pair,balanced,balanced,
240,5.833333333333333,6.25,87.91666666666667,162.16666666666666,180,6.583333333333333,4.059609455292908,100.0,27.641666666666666,17.7875,74.16666666666667,8.333333333333334,93.75,29.755555555555556,11.91480648172476,45,5.429166666666666,160.38333333333333,-4.25,-6.4875,13.333333333333334,17.083333333333332,14,199,15,6,3,rule_screen,exclusive_1_noempty,exclusive_1_noempty,vertical_center_pair,balanced,balanced,3
240,9.166666666666666,10.833333333333334,80.0,152.39166666666668,180,36.5125,23.959643462569037,15.188862261782495,26.483333333333334,17.95,70.0,9.583333333333334,97.08333333333333,11.167381974248928,15.454209661035003,53,23.620833333333334,149.85833333333332,7.708333333333333,4.795833333333333,26.25,22.916666666666668,22,185,26,6,1,rule_screen,exclusive_2,exclusive_2,vertical_center_pair,balanced,balanced,
240,9.166666666666666,12.916666666666666,77.91666666666667,145.04583333333332,180,38.24166666666667,26.365229381517338,19.219873610808456,25.6,15.2,81.25,29.166666666666668,98.75,5.561181434599156,16.306612130819904,54,24.054166666666667,142.12916666666666,-10.791666666666666,-10.733333333333333,26.666666666666668,21.666666666666668,22,170,31,13,4,rule_screen,majority_count,majority_count,vertical_center_pair,balanced,balanced,
240,5.416666666666667,9.166666666666666,85.41666666666667,135.15833333333333,180,43.016666666666666,31.826869720697946,44.73072452537776,24.791666666666668,18.295833333333334,62.916666666666664,28.333333333333332,100.0,1.9166666666666667,17.40307291595403,56,26.066666666666666,130.52083333333334,-22.958333333333332,-28.366666666666667,23.333333333333332,23.333333333333332,13,151,22,52,2,rule_screen,unrestricted,unrestricted,vertical_center_pair,balanced,balanced,
